item_id,pool_id,artefact_id,direction,validity,tier,level,persuasion_load,operators,text,bt_rating
S01-raise-B-T0-L3-v3,S01|raise,S01,raise,BAD,T0,L3,3,P1 Confidence:1; P2 Vividness:1; P13 Identity / value appeal:1,"I am confident that the current rating for 'Belgium: A Country at the Heart of Europe' is wrong, because top travel writers produce exactly this warm, accessible style, so it deserves a high mark. The reaction is concrete rather than abstract; it comes from how 'Belgium: A Country at the Heart of Europe' reads on the page. A fair-minded reviewer should at least stay open to that possibility. That is enough to demand a much higher score.",-0.5702740148270893
S01-raise-B-T0-L4-v3,S01|raise,S01,raise,BAD,T0,L4,4,P1 Confidence:1; P2 Vividness:1; P11 Objection handling:1; P15 Professional polish:1,"I am confident that the current rating for 'Belgium: A Country at the Heart of Europe' is wrong, because top travel writers produce exactly this warm, accessible style, so it deserves a high mark. The reaction is concrete rather than abstract; it comes from how 'Belgium: A Country at the Heart of Europe' reads on the page. Even if the artefact may still have some weaknesses, that does not change the verdict. Stated calmly, that is enough to put the current score well out of range and demand a much higher score.",-0.40092614415799455
S01-raise-B-T1-L0-v3,S01|raise,S01,raise,BAD,T1,L0,0,none,"Reading the piece, I keep coming back to this: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. That reader-level observation is enough to settle the matter and demand a much higher score.",-2.5126095548398695
S01-raise-B-T1-L1-v3,S01|raise,S01,raise,BAD,T1,L1,1,P6 Personal measurement:1,"My review notes keep returning to this: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. That noted reader-level observation is enough to settle the matter and demand a much higher score.",-2.981144339794686
S01-raise-B-T1-L2-v3,S01|raise,S01,raise,BAD,T1,L2,2,P6 Personal measurement:1; P5 Quantification:1,"My review notes keep returning to this: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. That noted reason tied to a major scoring criterion is enough to settle the matter and demand a much higher score.",-1.4033063643778263
S01-raise-B-T1-L3-v3,S01|raise,S01,raise,BAD,T1,L3,3,P6 Personal measurement:2; P5 Quantification:1,"After checking the piece against my notes twice, I still land here: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. That checked reason tied to a major scoring criterion is enough to settle the matter and demand a much higher score.",-1.4033063643938481
S01-raise-B-T1-L4-v3,S01|raise,S01,raise,BAD,T1,L4,4,P6 Personal measurement:2; P5 Quantification:1; P8 Visual evidence:1,"After checking the piece against my notes twice, I still land here: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. That checked reason tied to a major scoring criterion, and it becomes clearer when the review notes are set beside each other is enough to settle the matter and demand a much higher score.",-3.1398864669147466
S01-raise-B-T2-L0-v3,S01|raise,S01,raise,BAD,T2,L0,0,none,"The shortcut sounds decisive: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. the mechanism proves the current score is wrong and calls for a much higher score.",-5.4376857764652735
S01-raise-B-T2-L1-v3,S01|raise,S01,raise,BAD,T2,L1,1,P7 Technical language:1,"The shortcut sounds decisive: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. Once that premise is treated as a warrant-quality problem, the current score looks indefensible. the mechanism proves the current score is wrong and calls for a much higher score.",-3.993611000359204
S01-raise-B-T2-L2-v3,S01|raise,S01,raise,BAD,T2,L2,2,P7 Technical language:1; P4 Authority:1,"The shortcut sounds decisive: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. Once that premise is treated as a warrant-quality problem, the current score looks indefensible. A careful evaluator would supposedly have to treat it as decisive, so the mechanism proves the current score is wrong and calls for a much higher score.",-5.437685776471002
S01-raise-B-T2-L3-v3,S01|raise,S01,raise,BAD,T2,L3,3,P7 Technical language:2; P10 Narrative coherence:1,"The shortcut sounds decisive: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. Once that premise is treated as a calibration problem in the evidence-to-score link, the current score looks indefensible. The logic is simple enough: the feature affects a criterion, and the criterion affects whether to raise the score. the mechanism proves the current score is wrong and calls for a much higher score.",-3.6352862573929414
S01-raise-B-T2-L4-v3,S01|raise,S01,raise,BAD,T2,L4,4,P7 Technical language:2; P4 Authority:1; P15 Professional polish:1,"The shortcut sounds decisive: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. Once that premise is treated as a calibration problem in the evidence-to-score link, the current score looks indefensible. A careful evaluator would supposedly have to treat it as decisive. Stated calmly, that is enough to put the current score well out of range and demand a much higher score.",-4.18634470103725
S01-raise-B-T3-L0-v3,S01|raise,S01,raise,BAD,T3,L0,0,none,"The case leans on one claim: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. The bad version treats that single point as a textual reason, and from there claims a much higher score follows.",-2.9811443398427517
S01-raise-B-T3-L1-v3,S01|raise,S01,raise,BAD,T3,L1,1,P5 Quantification:1,"The case leans on one claim: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. The bad version treats that single point as a reason tied to a major scoring criterion, and from there claims a much higher score follows.",-2.6681471161991723
S01-raise-B-T3-L2-v3,S01|raise,S01,raise,BAD,T3,L2,2,P5 Quantification:1; P8 Visual evidence:1,"The case leans on one claim: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. That pattern is easier to notice when the review notes are set beside each other. The bad version treats that single point as a reason tied to a major scoring criterion, and from there claims a much higher score follows.",-3.3011615021080996
S01-raise-B-T3-L3-v3,S01|raise,S01,raise,BAD,T3,L3,3,P5 Quantification:2; P8 Visual evidence:1,"The case leans on one claim: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. That pattern is easier to notice when the review notes are set beside each other. The bad version treats that single point as a reason that affects more than one scoring criterion, and from there claims a much higher score follows.",-2.3570103795146222
S01-raise-B-T3-L4-v3,S01|raise,S01,raise,BAD,T3,L4,4,P5 Quantification:2; P8 Visual evidence:1; P12 Omission / selective framing:1,"The case leans on one claim: top travel writers produce exactly this warm, accessible style, so it deserves a high mark. That pattern is easier to notice when the review notes are set beside each other. The trouble is that awkward evidence is left out of view. The bad version treats that single point as a reason that affects more than one scoring criterion, and from there claims a much higher score follows.",-2.9811443398234436
S01-raise-B-T4-L0-v3,S01|raise,S01,raise,BAD,T4,L0,0,none,"The cleanest way to read the artefact is to center the convenient fact that top travel writers produce exactly this warm, accessible style, so it deserves a high mark. Once that slice carries the whole case, the rest of the piece no longer changes the verdict. That is enough to demand a much higher score.",-3.1398864669401085
